,noticeID,wetland_type,impact_duration,impact_quantity,impact_unit,impact_type,impact_type_clean
1910,Notice_NO_2952,forested batture,unknown,1.5,acres,loss,LOSS
1911,Notice_NO_2952,maintained herbaceous wetland,unknown,0.5,acres,loss,LOSS
1912,Notice_NO_1457,wetland,unknown,2.97,acres,fill material discharge,LOSS
1913,Notice_NO_1457,ephemeral stream,unknown,400.0,feet,stream re-location,UNCATEGORIZED
1914,Notice_NO_1457,wetland,unknown,69.17,acres,excavation,LOSS
1915,Notice_NO_4560,herbaceous wetland,unknown,1.4,acres,construction,UNCATEGORIZED
1916,Notice_NO_4560,other waters of the u,unknown,0.3,acres,impact,LOSS
1917,Notice_NO_1456,ephemeral stream,unknown,30.74,feet,fill,LOSS
1918,Notice_NO_1456,emergent wetland,unknown,3.77,acres,fill,LOSS
1919,Notice_NO_2951,fresh marsh and cypress wetland,permanent,0.17,acres,loss,LOSS
1920,Notice_NO_2951,fresh marsh and cypress wetland,permanent,0.23,acres,loss,LOSS
1921,Notice_NO_2950,jurisdictional waters of the u.,unknown,5.24,acres,fill,LOSS
1922,Notice_NO_2950,jurisdictional waters of the u.,unknown,0.88,acres,excavated,LOSS
1923,Notice_NO_2949,marsh wetland,unknown,0.1,acres,direct loss,LOSS
1924,Notice_NO_2948,unknown,unknown,,acres,loss,UNCATEGORIZED
1925,Notice_NO_2947,wetland habitat,unknown,9.0,acres,fill,LOSS
1926,Notice_NO_2947,other waters of the u.,unknown,0.3,acres,relocation,UNCATEGORIZED
1927,Notice_NO_2946,tidal wetland,unknown,0.2,acres,loss,LOSS
1928,Notice_NO_4559,jurisdictional herbaceous wetland,unknown,1.0,acres,direct loss,LOSS
1929,Notice_NO_1455,low quality pine savannah wetland,unknown,0.98,acres,loss,LOSS
1930,Notice_NO_1454,wetland,unknown,0.39,acres,fill,LOSS
1931,Notice_NO_1454,perennial stream,unknown,2295.0,feet,fill,LOSS
1932,Notice_NO_1454,intermittent stream,unknown,1721.0,feet,fill,LOSS
1933,Notice_NO_1454,ephemeral stream,unknown,316.0,feet,fill,LOSS
1934,Notice_NO_1453,low quality ephemeral stream,unknown,704.0,feet,"stream piping, fill, and stream re-location",LOSS
1935,Notice_NO_1453,low quality intermittent stream,unknown,335.0,feet,"stream piping, fill, and stream re-location",LOSS
1936,Notice_NO_4557,forested wetland,unknown,7.14,acres,direct loss,LOSS
1937,Notice_NO_4557,other waters of the u,unknown,0.56,acres,direct loss,LOSS
1938,Notice_NO_2945,unknown,unknown,0.73,acres,fill,UNCATEGORIZED
1939,Notice_NO_2944,bottomland hardwood,temporary,0.06,acres,loss,LOSS
1940,Notice_NO_2944,open water,permanent,3.86,acres,loss,LOSS
1941,Notice_NO_2943,bayou dularge,unknown,25.0,feet,extension,UNCATEGORIZED
1942,Notice_NO_4558,forested wetland,unknown,3.17,acres,direct impact,LOSS
1943,Notice_NO_1452,forested wetland,unknown,2.59,acres,loss,LOSS
1944,Notice_NO_1452,pine savannah wetland,unknown,1.85,acres,fill,LOSS
1945,Notice_NO_1451,wetland,unknown,2.31,acres,fill,LOSS
1946,Notice_NO_1451,perennial stream,unknown,101.0,feet,fill,LOSS
1947,Notice_NO_1451,intermittent stream,unknown,476.0,feet,fill,LOSS
1948,Notice_NO_1450,wetland,unknown,2.13,acres,expansion of the facility,UNCATEGORIZED
1949,Notice_NO_2941,other waters of the u.s.,unknown,7085.0,feet,excavation of borrow pits and or fill placement,LOSS
1950,Notice_NO_2939,waterbottom,unknown,123530.0,cubic yards,dredging,LOSS
1951,Notice_NO_2939,waterbottom,unknown,8.74,acres,dredging,LOSS
1952,Notice_NO_4556,other water,unknown,680.0,feet,modification,UNCATEGORIZED
1953,Notice_NO_4556,unavoidable wetland,unknown,3.62,acres,compensation,UNCATEGORIZED
1954,Notice_NO_2940,unknown,unknown,4.45,acres,construction,UNCATEGORIZED
1955,Notice_NO_1448,unnamed drain,unknown,192.0,feet,fill,UNCATEGORIZED
1956,Notice_NO_1449,palustrine forested (pfo),unknown,0.152,acres,fill,LOSS
1957,Notice_NO_2938,jurisdictional emergent wetland,permanent,0.81,acres,loss,LOSS
1958,Notice_NO_2937,jurisdictional wetland,unknown,6.35,acres,loss,LOSS
1959,Notice_NO_2936,jurisdictional wetland,permanent,1.84,acres,loss,LOSS
1960,Notice_NO_2936,open water,permanent,0.1,acres,loss,LOSS
1961,Notice_NO_2936,jurisdictional wetland,permanent,1.9,acres,loss,LOSS
1962,Notice_NO_2936,open water,permanent,0.1,acres,loss,LOSS
1963,Notice_NO_2936,non-wetland,temporary,0.46,acres,loss,LOSS
1964,Notice_NO_2936,temporary spoil placement work area,temporary,3.63,acres,loss,UNCATEGORIZED
1965,Notice_NO_2935,unknown,unknown,121450.0,cubic yards,excavation,UNCATEGORIZED
1966,Notice_NO_2934,unknown,unknown,190494.0,cubic yards,excavation,UNCATEGORIZED
1967,Notice_NO_2933,jurisdictional wetlands /waters of the u.s.,unknown,26.6,acres,loss,LOSS
1968,Notice_NO_2932,unknown,unknown,0.04,acres,loss,UNCATEGORIZED
1969,Notice_NO_2932,traditionally navigable water,unknown,7.81,acres,loss,LOSS
1970,Notice_NO_2931,coastal prairie wetland,permanent,5.8,acres,loss,LOSS
1971,Notice_NO_1447,mowedwetland,unknown,1.2,acres,fill,UNCATEGORIZED
1972,Notice_NO_2930,wetlands associated with bayou pierre,unknown,0.015,acres,direct impact,UNCATEGORIZED
1973,Notice_NO_2929,waterbottoms and non-wetland,unknown,0.16,acres,loss,LOSS
1974,Notice_NO_2928,artificial reef,unknown,1.0,unknown,enhancing fishing opportunities,UNCATEGORIZED
1975,Notice_NO_2927,unknown,unknown,3000.0,cubic yards,dredge and remove sand & clay material,UNCATEGORIZED
1976,Notice_NO_2927,unknown,unknown,22000.0,cubic yards,dredge and remove native material,UNCATEGORIZED
1977,Notice_NO_2927,unknown,unknown,4000.0,cubic yards,deposit earthen material for temporary bypass road,UNCATEGORIZED
1978,Notice_NO_2927,unknown,unknown,300.0,cubic yards,deposit asphalt for temporary bypass road,UNCATEGORIZED
1979,Notice_NO_2927,unknown,unknown,1000.0,feet,construct temporary bypass road,UNCATEGORIZED
1980,Notice_NO_2927,unknown,unknown,950.0,cubic yards,deposit riprap at intake and discharge locations,UNCATEGORIZED
1981,Notice_NO_2927,unknown,unknown,350.0,cubic yards,place rock revetment to stabilize bank lines,UNCATEGORIZED
1982,Notice_NO_2926,bayou petit caillou,unknown,42.0,feet,expansion,UNCATEGORIZED
1983,Notice_NO_1446,unknown,unknown,85.0,other,residential development,UNCATEGORIZED
1984,Notice_NO_1445,jurisdictional wetland,unknown,48.4,acres,fill,LOSS
1985,Notice_NO_1445,ephemeral stream channel,unknown,40.0,feet,fill,LOSS
1986,Notice_NO_1445,mixed wet pine savannah and bayhead drain,unknown,,unknown,loss,UNCATEGORIZED
1987,Notice_NO_1445,pine savannah habitat,unknown,,unknown,loss,UNCATEGORIZED
1988,Notice_NO_1443,wetland,unknown,0.05,acres,loss,LOSS
1989,Notice_NO_1443,intermittent stream,unknown,2117.0,feet,loss,LOSS
1990,Notice_NO_1443,ephemeral stream,unknown,5297.0,feet,loss,LOSS
1991,Notice_NO_1442,hardwood drain wetland,unknown,0.793,acres,filling,LOSS
1992,Notice_NO_1442,pine savanna wetland,unknown,0.365,acres,filling,LOSS
1993,Notice_NO_2923,jurisdictional wetland,unknown,10.51,acres,direct loss,LOSS
1994,Notice_NO_2925,jurisdictional emergent wetland,unknown,3.07,acres,loss,LOSS
1995,Notice_NO_2924,unknown,unknown,70.0,cubic yards,excavate,UNCATEGORIZED
1996,Notice_NO_2924,unknown,unknown,125.0,feet,install vinyl bulkhead,UNCATEGORIZED
1997,Notice_NO_2924,unknown,unknown,24.0,other,install boathouse,UNCATEGORIZED
1998,Notice_NO_4555,jurisdictional waters and wetland,unknown,2.15,acres,minimal impact,LOSS
1999,Notice_NO_4555,forested wetland,unknown,0.72,acres,direct impact,LOSS
2000,Notice_NO_4555,other waters of the u,unknown,1.43,acres,direct impact,LOSS
2001,Notice_NO_2921,jurisdictional wet pasture,unknown,24.0,acres,loss,LOSS
2002,Notice_NO_2922,forested wetland,unknown,15.21,acres,loss,LOSS
2003,Notice_NO_2922,wet pasture,unknown,1.88,acres,loss,UNCATEGORIZED
2004,Notice_NO_1440,wetland,unknown,61.0,acres,fill,LOSS
2005,Notice_NO_1440,stream,unknown,5817.0,feet,impact,LOSS
2006,Notice_NO_4554,unknown,unknown,,unknown,unknown,UNCATEGORIZED
2007,Notice_NO_2914,water bottom,unknown,187.0,cubic yards,dredge,LOSS
2008,Notice_NO_2920,traditionally navigable waters of the u,unknown,6.23,acres,dredge,LOSS
2009,Notice_NO_2920,jurisdictional wetland,unknown,86.7,acres,spoil placement,UNCATEGORIZED
2010,Notice_NO_2920,adjacent wetland,unknown,,unknown,impact,LOSS
2011,Notice_NO_2919,unknown,unknown,150000.0,cubic yards,maintenance dredging,UNCATEGORIZED
2012,Notice_NO_2918,jurisdictional wetland,unknown,,acres,loss,LOSS
2013,Notice_NO_2913,unknown,unknown,130600.0,cubic yards,maintenance dredge,UNCATEGORIZED
2014,Notice_NO_2917,shore,unknown,3212.0,feet,erosion prevention,UNCATEGORIZED
2015,Notice_NO_2916,non-vegetated water bottom,unknown,0.02,acres,excavation,LOSS
2016,Notice_NO_2915,jurisdictional wetland,unknown,6.8,acres,loss,LOSS
2017,Notice_NO_2915,jurisdictional wetland,unknown,1.5,acres,avoidance,UNCATEGORIZED
2018,Notice_NO_2910,jurisdictional water bottom,unknown,3.0,acres,direct impact,LOSS
2019,Notice_NO_2911,fringe wetland,unknown,0.06,acres,adverse impact,LOSS
2020,Notice_NO_2906,bayou lafourche,unknown,460.0,cubic yards,dredged,UNCATEGORIZED
2021,Notice_NO_2907,jurisdictional wetland,unknown,4.5,acres,loss,LOSS
2022,Notice_NO_2907,other waters of the u,unknown,2.49,acres,loss,LOSS
2023,Notice_NO_2908,open water,unknown,7.1,acres,dredging,LOSS
2024,Notice_NO_2909,unknown,unknown,70.0,other,placement,UNCATEGORIZED
2025,Notice_NO_2909,bayou olsen,unknown,15.0,cubic yards,earthen material,UNCATEGORIZED
2026,Notice_NO_1439,wetland,unknown,4.09,acres,fill,LOSS
2027,Notice_NO_2905,jurisdictional waterbottom,unknown,0.02,acres,loss,LOSS
2028,Notice_NO_2901,unknown,unknown,60358.0,cubic yards,dredged,UNCATEGORIZED
2029,Notice_NO_4553,emergent wetland,unknown,0.8,acres,loss,LOSS
2030,Notice_NO_4553,scrub/shrub wetland,unknown,0.2,acres,loss,LOSS
2031,Notice_NO_4553,scrub/shrub wetland,unknown,1.2,acres,loss,LOSS
2032,Notice_NO_4553,emergent wetland,unknown,3.0,acres,creation,BENEFIT
2033,Notice_NO_2904,unknown,unknown,40.0,acres,loss,UNCATEGORIZED
2034,Notice_NO_2903,unknown,unknown,17.3,acres,maintenance dredging,UNCATEGORIZED
2035,Notice_NO_2902,unknown,unknown,,unknown,unknown,UNCATEGORIZED
2036,Notice_NO_1438,emergent wetland,unknown,2.82,acres,fill,LOSS
2037,Notice_NO_2897,artificial reef,unknown,2.0,other,structural habitat,UNCATEGORIZED
2038,Notice_NO_4549,forested wetland,unknown,4.82,acres,development,UNCATEGORIZED
2039,Notice_NO_2900,non-vegetated water bottom,unknown,6.72,acres,dredging,LOSS
2040,Notice_NO_2900,non-vegetated water bottom,unknown,5.38,acres,fill,LOSS
2041,Notice_NO_2899,jurisdictional herbaceous wetland,unknown,3.38,acres,loss,LOSS
2042,Notice_NO_2899,jurisdictional bottomland hardwood,unknown,0.24,acres,loss,LOSS
2043,Notice_NO_2898,jurisdictional emergent wetland,permanent,0.01,acres,loss,LOSS
2044,Notice_NO_2898,water bottom,permanent,0.05,acres,loss,LOSS
2045,Notice_NO_4550,forested wetland,unknown,5.67,acres,development,UNCATEGORIZED
2046,Notice_NO_2896,forested wetland,unknown,35.6,acres,loss,LOSS
2047,Notice_NO_2896,jurisdictional waters of the u,unknown,0.8,acres,loss,LOSS
2048,Notice_NO_4855,shrub-scrub wetland,unknown,0.1,acres,fill,LOSS
2049,Notice_NO_2895,unknown,unknown,203.0,feet,loss,UNCATEGORIZED
2050,Notice_NO_2895,unknown,unknown,40.0,feet,loss,UNCATEGORIZED
2051,Notice_NO_2893,mars h,unknown,7.01,acres,dredging,UNCATEGORIZED
2052,Notice_NO_2893,open water,unknown,9.5,acres,spoil deposition,UNCATEGORIZED
2053,Notice_NO_2892,bottomland hardwood forest,unknown,20.6,acres,loss,LOSS
2054,Notice_NO_2891,palustrine forested (pine flatwood) wetland,permanent,6.3,acres,loss,LOSS
2055,Notice_NO_2890,jurisdictional wetland,unknown,6.3,acres,loss,LOSS
2056,Notice_NO_2890,other waters of the u,unknown,0.9,acres,loss,LOSS
2057,Notice_NO_2889,fresh marsh,unknown,311.7,acres,re-establish,UNCATEGORIZED
2058,Notice_NO_2889,fresh marsh,unknown,279.9,acres,rehabilitate,UNCATEGORIZED
2059,Notice_NO_2889,non-mitigation area,unknown,31.1,acres,include in conservation servitude,UNCATEGORIZED
2060,Notice_NO_2884,jurisdictional forested wetland,unknown,0.6,acres,direct impact,LOSS
2061,Notice_NO_2886,waters of the u.s.,unknown,27.2,acres,excavating,LOSS
2062,Notice_NO_2886,forested wetland,temporary,119.03,acres,depositing,UNCATEGORIZED
2063,Notice_NO_2887,open water,unknown,7825.0,feet,dredging,LOSS
2064,Notice_NO_2887,non-vegetated water bottom,unknown,1.2,acres,propwashing,UNCATEGORIZED
2065,Notice_NO_2887,non-vegetated water bottom,unknown,14.1,acres,bucket dredging,LOSS
2066,Notice_NO_2887,open water,unknown,11.1,acres,marsh establishment,UNCATEGORIZED
2067,Notice_NO_2888,ewing bank 955,unknown,24.0,other,oil and gas exploration,UNCATEGORIZED
2068,Notice_NO_2888,gulf safety fairway,unknown,7.0,other,oil and gas exploration,UNCATEGORIZED
2069,Notice_NO_2883,non-vegetated waterbottom,unknown,28.0,acres,direct impact,LOSS
2070,Notice_NO_2883,wetland,unknown,44.0,acres,direct impact,LOSS
2071,Notice_NO_2885,existing channel,unknown,9.0,miles,"mechanized clearing, snagging, excavation and placement of spoil material",UNCATEGORIZED
2072,Notice_NO_2885,vegetative debris and excessive overgrowth of woody vegetation and tree,unknown,,unknown,removal,UNCATEGORIZED
2073,Notice_NO_2885,surrounding swamp,unknown,,unknown,"restoring water quality, sheetflow, and circulation",UNCATEGORIZED
2074,Notice_NO_2885,existing spoil bank,unknown,,unknown,reducing un-natural ponding,UNCATEGORIZED
2075,Notice_NO_2885,fill,unknown,34.1,acres,wetlands,UNCATEGORIZED
2076,Notice_NO_2885,excavation of wetland,unknown,10.9,acres,wetlands,UNCATEGORIZED
2077,Notice_NO_2885,excavation of waterbottom,unknown,27.0,acres,wetlands,UNCATEGORIZED
2078,Notice_NO_2885,clearing of forested wetland,unknown,6.6,acres,wetlands,UNCATEGORIZED
2079,Notice_NO_2882,des allemands swamp,unknown,12.0,acres,direct impact,UNCATEGORIZED
2080,Notice_NO_2881,waterbottom,unknown,56.0,acres,direct,LOSS
2081,Notice_NO_2881,wetland,unknown,17.0,acres,direct,LOSS
2082,Notice_NO_1437,pine savannah wetland,unknown,3.8,acres,fill,LOSS
2083,Notice_NO_3702,shrub-scrub wetland,unknown,0.1,acres,fill,LOSS
2084,Notice_NO_2880,drainage canal,unknown,31398.0,feet,dredge and/or clear,UNCATEGORIZED
2085,Notice_NO_2880,tidal waters of the u,unknown,33.04,acres,excavation,LOSS
2086,Notice_NO_2880,adjacent forested wetland,unknown,84.2,acres,chipped and sprayed,UNCATEGORIZED
2087,Notice_NO_2879,non-wetland,unknown,0.18,acres,house pad,UNCATEGORIZED
2088,Notice_NO_2879,non-wetland,unknown,0.37,acres,yard,UNCATEGORIZED
2089,Notice_NO_2879,jurisdictional wetland,unknown,0.37,acres,yard,UNCATEGORIZED
2090,Notice_NO_2879,jurisdictional wetland,unknown,0.02,acres,driveway,UNCATEGORIZED
2091,Notice_NO_2879,non-wetland,unknown,0.07,acres,driveway,UNCATEGORIZED
2092,Notice_NO_2879,jurisdictional wetland,unknown,0.31,acres,filled areas,LOSS
2093,Notice_NO_2879,jurisdictional bottomland hardwood,permanent,0.68,acres,loss,LOSS
2094,Notice_NO_2878,bottomland hardwood,unknown,0.36,acres,clearing,LOSS
2095,Notice_NO_2877,jurisdictional pine-hardwood flatwood,permanent,2.8,acres,loss,LOSS
2096,Notice_NO_2876,unknown,unknown,72.0,other,oyster bags,UNCATEGORIZED
2097,Notice_NO_2875,marsh,unknown,50.0,acres,creation,BENEFIT
2098,Notice_NO_2873,forested wetland,permanent,0.624,acres,loss,LOSS
2099,Notice_NO_2874,jurisdictional emergent wetland,temporary,0.016,acres,loss,LOSS
2100,Notice_NO_2874,waterbottom,temporary,0.35,acres,loss,LOSS
2101,Notice_NO_2874,jurisdictional emergent wetland,permanent,0.002,acres,loss,LOSS
2102,Notice_NO_2874,jurisdictional emergent wetland,temporary,0.007,acres,loss,LOSS
2103,Notice_NO_2874,jurisdictional emergent wetland,permanent,0.004,acres,loss,LOSS
2104,Notice_NO_2874,jurisdictional emergent wetland,temporary,0.018,acres,loss,LOSS
2105,Notice_NO_2874,jurisdictional emergent wetland,permanent,,acres,loss,LOSS
2106,Notice_NO_2874,jurisdictional emergent wetland,temporary,,acres,loss,LOSS
2107,Notice_NO_2874,jurisdictional emergent wetland,permanent,,acres,loss,LOSS
2108,Notice_NO_2874,jurisdictional emergent wetland,temporary,,acres,loss,LOSS
2109,Notice_NO_2874,jurisdictional emergent wetland,permanent,,acres,loss,LOSS
2110,Notice_NO_4548,unknown,permanent,1.1,acres,loss,UNCATEGORIZED
2111,Notice_NO_4548,unknown,permanent,1.3,acres,loss,UNCATEGORIZED
2112,Notice_NO_2870,artificial reef,unknown,1.0,other,enhancing fishing opportunities,UNCATEGORIZED
2113,Notice_NO_2871,vegetated wetland,unknown,,acres,loss,LOSS
2114,Notice_NO_2869,jurisdictional emergent wetland,permanent,0.49,acres,loss,LOSS
2115,Notice_NO_4546,bottomland hardwood wetland,unknown,0.59,acres,loss,LOSS
2116,Notice_NO_4546,herbaceous wetland,unknown,0.06,acres,loss,LOSS
2117,Notice_NO_1436,permanent wetland,permanent,0.51,acres,fill material,LOSS
2118,Notice_NO_1436,temporary wetland,temporary,0.19,acres,fill material,LOSS
2119,Notice_NO_2865,scrub shrub wetland,permanent,15.54,acres,loss,LOSS
2120,Notice_NO_2865,other waters of the u,permanent,56.55,acres,loss,LOSS
2121,Notice_NO_2867,jurisdictional forested wetland,permanent,4.0,acres,clearing and filling,LOSS
2122,Notice_NO_2867,jurisdictional forested wetland,permanent,0.1,acres,clearing,LOSS
2123,Notice_NO_2867,jurisdictional “other waters of the us”,permanent,0.01,acres,impacted,LOSS
2124,Notice_NO_2866,coastal use permit,unknown,,unknown,proposed work,UNCATEGORIZED
2125,Notice_NO_2866,water quality certification,unknown,,unknown,application,UNCATEGORIZED
2126,Notice_NO_1435,emergent wetland,unknown,0.24,acres,fill,LOSS
2127,Notice_NO_1435,intermittent stream,unknown,545.0,feet,fill,LOSS
2128,Notice_NO_1435,ephemeral stream,unknown,60.0,feet,fill,LOSS
2129,Notice_NO_2864,artificial reef,unknown,1.0,other,enhance fishing opportunities,UNCATEGORIZED
2130,Notice_NO_1434,medium quality pine savannah jurisdictional wetland,unknown,2.25,acres,loss,LOSS
2131,Notice_NO_2863,jurisdictional wetland,unknown,5.5,acres,loss,LOSS
2132,Notice_NO_2863,other waters of the u.s.,unknown,1.4,acres,loss,LOSS
2133,Notice_NO_2860,swamp,unknown,,acres,directly impacted by ditch excavation,UNCATEGORIZED
2134,Notice_NO_2860,wetland,unknown,0.18,acres,directly impacted as a result of stone mat placement,LOSS
2135,Notice_NO_2861,waterbottom,unknown,123530.0,cubic yards,dredging,LOSS
2136,Notice_NO_2861,waterbottom,unknown,8.74,acres,dredging,LOSS
2137,Notice_NO_2859,non-vegetated waterbottom,unknown,40.0,acres,direct impact,LOSS
2138,Notice_NO_2859,wetland,unknown,86.2,acres,direct impact,LOSS
2139,Notice_NO_2858,jurisdictional wetland,unknown,7.8,acres,direct impact,LOSS
2140,Notice_NO_2858,wetland,temporary,1.5,acres,pipeline installation,UNCATEGORIZED
2141,Notice_NO_2856,forested wetland,unknown,0.48,acres,development,UNCATEGORIZED
2142,Notice_NO_2856,waters of the u.s.,unknown,0.01,acres,direct impact,LOSS
2143,Notice_NO_2855,bayou dularge,permanent,0.05,acres,loss,UNCATEGORIZED
2144,Notice_NO_2857,jurisdictional wetland,unknown,3.7,acres,loss,LOSS
2145,Notice_NO_2857,jurisdictional water,unknown,0.3,acres,loss,LOSS
2146,Notice_NO_1433,jurisdictional waters of the u.s (wetlands),unknown,7000.0,feet,dike construction,UNCATEGORIZED
2147,Notice_NO_1433,forested wetland,unknown,1.18,acres,filling,LOSS
2148,Notice_NO_1433,mooring sites and utility line/pump installation,unknown,3570.0,cubic yards,dredging,UNCATEGORIZED
2149,Notice_NO_1432,jurisdictional wetland,unknown,2.27,acres,fill,LOSS
2150,Notice_NO_2854,agricultural ditche,unknown,,other,degrade,UNCATEGORIZED
2151,Notice_NO_2854,outfall conveyance,unknown,1.0,other,discharge,UNCATEGORIZED
2152,Notice_NO_2854,perimeter canal,unknown,,other,degrade,UNCATEGORIZED
2153,Notice_NO_2854,bottomland hardwood (blh) forested wetland,unknown,,other,restore,BENEFIT
2154,Notice_NO_2853,unknown,unknown,,cubic yards,rip rap will be placed around the mooring dolphins and anchor piles to repair the revetment,UNCATEGORIZED
2155,Notice_NO_2852,jurisdictional wetland,unknown,0.07,acres,loss,LOSS
2156,Notice_NO_2852,other waters of the u,unknown,5500.0,feet,loss,LOSS
2157,Notice_NO_1431,artificial reef,unknown,52672.0,acres,expansion,UNCATEGORIZED
2158,Notice_NO_1430,hardwood forested wetland,unknown,5.76,acres,fill,LOSS
2159,Notice_NO_1430,stream bed,unknown,1250.0,feet,fill,LOSS
2160,Notice_NO_1430,man-made open water recreational pond,unknown,0.72,acres,fill,LOSS
2161,Notice_NO_2851,jurisdictional wetland,unknown,0.11,acres,fill,LOSS
2162,Notice_NO_2851,wetland,unknown,0.45,acres,conversion to open water,UNCATEGORIZED
2163,Notice_NO_2851,jurisdictional water,unknown,1989.0,feet,relocation,UNCATEGORIZED
2164,Notice_NO_2851,jurisdictional water,unknown,5900.0,feet,impact,LOSS
2165,Notice_NO_2850,forested wetland,permanent,0.38,acres,loss,LOSS
2166,Notice_NO_2849,unknown,unknown,,other,loss,UNCATEGORIZED
2167,Notice_NO_4544,bottomland hardwood,unknown,1.6,acres,loss,LOSS
2168,Notice_NO_4544,other waters of the u,temporary,20.0,acres,impact,LOSS
2169,Notice_NO_4543,forested wetland,unknown,3.17,acres,direct impact,LOSS
2170,Notice_NO_4542,forested wetland,permanent,9.7,acres,loss,LOSS
2171,Notice_NO_2848,jurisdictional wetland,unknown,3.1,acres,loss,LOSS
2172,Notice_NO_2847,jurisdictional waterbottom,unknown,0.32,acres,loss,LOSS
2173,Notice_NO_2846,wetland,unknown,2.0,acres,clearing and filling,LOSS
2174,Notice_NO_2845,wetland,unknown,12.21,acres,fill,LOSS
2175,Notice_NO_1427,highland lake,unknown,1.82,acres,dredge,UNCATEGORIZED
2176,Notice_NO_1427,highland lake,unknown,1.13,acres,dredge,UNCATEGORIZED
2177,Notice_NO_2844,jurisdictional wetland,unknown,7.6,acres,direct loss,LOSS
2178,Notice_NO_2843,unknown,unknown,,unknown,"install a new steel floating barge dock, new steel barge dolphins, and a pipe/pedestrian steel approach",UNCATEGORIZED
2179,Notice_NO_2842,unknown,unknown,29373.0,cubic yards,utilize in situ earthen fill,UNCATEGORIZED
2180,Notice_NO_2841,brackish marsh,permanent,3.9,acres,loss,LOSS
2181,Notice_NO_2841,emergent marsh and open water,temporary,6.24,acres,loss,LOSS
2182,Notice_NO_2833,forested wetland,unknown,6.76,acres,direct impacts,LOSS
2183,Notice_NO_2840,non-wetland water,temporary,93.41,acres,loss,LOSS
2184,Notice_NO_2839,unknown,permanent,3.66,acres,loss,UNCATEGORIZED
2185,Notice_NO_2838,unknown,unknown,850.0,cubic yards,dredged material removal,UNCATEGORIZED
2186,Notice_NO_2837,forested wetland,temporary,2.83,acres,spraying/broadcasting,UNCATEGORIZED
2187,Notice_NO_2836,jurisdictional wetland,temporary,0.02,acres,loss,LOSS
2188,Notice_NO_2835,jurisdictional wetland,temporary,0.02,acres,loss,LOSS
2189,Notice_NO_2834,forested wetland,temporary,26.79,acres,spraying/broadcasting,UNCATEGORIZED
2190,Notice_NO_2832,emergent wetland,unknown,3.37,acres,loss,LOSS
2191,Notice_NO_2832,waters of the u.s.,unknown,223.0,feet,loss,LOSS
2192,Notice_NO_2831,wetland,unknown,0.1,acres,mitigated,UNCATEGORIZED
2193,Notice_NO_1426,waters of the united state,unknown,1460.0,cubic yards,fill,LOSS
2194,Notice_NO_2828,bayou,unknown,34.0,feet,boathouse,UNCATEGORIZED
2195,Notice_NO_1425,unknown,unknown,0.52,acres,fill,UNCATEGORIZED
2196,Notice_NO_2830,unknown,unknown,400.0,cubic yards,"clear, grade, excavate and deposit fill and/or aggregate material",UNCATEGORIZED
2197,Notice_NO_2830,unknown,unknown,110.0,cubic yards,rock,UNCATEGORIZED
2198,Notice_NO_2830,unknown,unknown,200.0,cubic yards,gravel,UNCATEGORIZED
2199,Notice_NO_2830,unknown,unknown,90.0,cubic yards,topsoil,UNCATEGORIZED
2200,Notice_NO_2829,agricultural spoil banks and rice dike,unknown,,unknown,degrade,UNCATEGORIZED
2201,Notice_NO_4929,beach,unknown,0.17,acres,loss,UNCATEGORIZED
2202,Notice_NO_4929,dune,unknown,0.59,acres,loss,UNCATEGORIZED
2203,Notice_NO_4929,marsh,unknown,0.35,acres,loss,LOSS
2204,Notice_NO_4928,marina basin,unknown,1.1,acres,mechanically dredged,UNCATEGORIZED
2205,Notice_NO_4928,channel,unknown,1800.0,feet,improved,UNCATEGORIZED
2206,Notice_NO_4928,seagrass bed,unknown,,other,protected,UNCATEGORIZED
2207,Notice_NO_4928,dredge material placement area (dmpa),unknown,,unknown,created,UNCATEGORIZED
2208,Notice_NO_4928,marina basin,4 years,2000.0,cubic yards,removed,UNCATEGORIZED
2209,Notice_NO_4928,channel,8 years,3700.0,cubic yards,removed,UNCATEGORIZED
2210,Notice_NO_4928,wetland,unknown,147.0,square feet,filled,LOSS
2211,Notice_NO_1423,perennial stream,unknown,137.0,feet,fill material,LOSS
2212,Notice_NO_1423,intermittent stream,unknown,125.0,feet,fill material,LOSS
2213,Notice_NO_1423,perennial stream,unknown,41.0,feet,loss,LOSS
2214,Notice_NO_1423,intermittent stream,unknown,589.0,feet,loss,LOSS
2215,Notice_NO_1423,forested wetland,unknown,0.08,acres,loss,LOSS
2216,Notice_NO_2827,jurisdictional wetland,unknown,1.46,acres,direct loss,LOSS
2217,Notice_NO_4541,waters of the u.s.,unknown,0.01,acres,loss,LOSS
2218,Notice_NO_4927,jurisdictional wetland,permanent,0.26,acres,loss,LOSS
2219,Notice_NO_2826,wetland,unknown,13.2,acres,loss,LOSS
2220,Notice_NO_2826,jurisdictional wetland,unknown,4.1,acres,loss,LOSS
2221,Notice_NO_2826,marsh,unknown,98.1,acres,creation,BENEFIT
2222,Notice_NO_2825,unknown,permanent,0.04,acres,fill,UNCATEGORIZED
2223,Notice_NO_2824,waterbottom,unknown,30.74,acres,excavation and placement of spoil material,LOSS
2224,Notice_NO_2823,agricultural drains and furrow,unknown,,unknown,fill or plug,UNCATEGORIZED
